traj_idx,H,K
0,0.8218329548835754,0.4261297
1,0.641506552696228,1.4592342
2,0.5139697790145874,3.947048
3,0.4024418592453003,1.0441016
4,0.5432758331298828,0.72387296
5,0.4686714708805084,1.8364851
6,0.7416187524795532,0.95245427
7,0.4372491044923663,1.5566901
8,0.42945677042007446,2.1388094
9,0.46642204374074936,0.1923637
10,0.3243519961833954,0.08368052
11,0.4576890766620636,0.08853703
12,0.5187779664993286,0.4540613
13,0.3759150505065918,0.076007426
14,0.36969509720802307,0.03956377
15,0.6170074939727783,3.1236272
16,0.5445396900177002,1.5949076
17,0.5776132745668292,1.9024608
18,0.644389271736145,1.880324
19,0.43043508287519217,1.1804518
20,0.5335887670516968,0.36101714
21,0.5159116387367249,1.7188519
22,0.5969626419246197,1.4997597
23,0.3630238175392151,0.77863604
24,0.2974262535572052,0.09934715
25,0.3722114562988281,2.176221
26,0.49713882338255644,0.48367646
27,0.3460797406733036,0.8911602
28,0.3853675127029419,1.1919105
29,0.5857258476316929,0.7033249
30,0.39900460839271545,0.36773682
31,0.6045011281967163,0.28966483
32,0.7050688359886408,1.1856416
33,0.22076863050460815,0.10158233
34,0.3099404275417328,0.1676596
35,0.5212437510490417,0.2811247
36,0.4589257203042507,0.9431044
37,0.41436171531677246,2.0534515
38,0.3987455368041992,0.8289659
39,0.3939895015209913,0.798455
40,0.3220249116420746,0.035200868
41,0.34465399384498596,0.16494633
42,0.5588411092758179,1.2589244
43,0.6719551086425781,0.41747394
44,0.4676872193813324,1.2325429
45,0.35057294368743896,1.5109953
46,0.33199000358581543,6.6378
47,0.45596759766340256,0.66560423
48,0.49862876534461975,1.245047
49,0.23461971059441566,0.14651203
50,0.234098419547081,0.42543244
51,0.23951974790543318,0.02314684
52,0.6601389646530151,0.5839377
53,0.39579588174819946,0.112427846
54,0.5366306789219379,1.0208838
55,0.43816739320755005,1.0471504
56,0.5213235020637512,0.37037355
57,0.20870634634047747,0.040542956
58,0.3054296374320984,1.1619557
59,0.30967041943222284,0.016866673
60,0.5589452981948853,0.31024054
61,0.5360801219940186,1.391893
62,0.4648176431655884,1.8350037
63,0.4304931163787842,2.2287169
64,0.7576639484614134,0.13982534
65,0.4006569981575012,1.544288
66,0.482475221157074,0.13487159
67,0.4523835778236389,0.6785268
68,0.3905758438631892,0.25720274
69,0.495050884783268,0.4135595
70,0.20694191101938486,0.04876417
71,0.3178425431251526,0.25411442
72,0.521757960319519,2.525863
73,0.4234633445739746,0.9293103
74,0.7349645495414734,0.0967216
75,0.5163974473252892,1.102341
76,0.36793988943099976,0.20934215
77,0.5194050073623657,1.2611923
78,0.6497147083282471,3.316282
79,0.41473907232284546,1.315104
80,0.6221938729286194,0.7002941
81,0.7542247213423252,1.0846363
82,0.45397746562957764,0.32510743
83,0.6057556867599487,0.5333009
84,0.42944344133138657,1.9496547
85,0.5911839008331299,1.5200874
86,0.5257773399353027,1.809079
87,0.6132007837295532,0.8465054
88,0.4253197908401489,1.1074926
89,0.5306395888328552,0.18179794
90,0.48187899589538574,1.6129678
91,0.3942049741744995,0.15465653
92,0.5930318832397461,0.12093385
93,0.6344637870788574,0.7348546
94,0.48598895221948624,1.9125979
95,0.5934202056378126,1.0572495
96,0.49729405250400305,1.2472665
97,0.4711202383041382,0.8794684
98,0.6862684488296509,0.75386703
99,0.6012117266654968,0.24146469
100,0.3757865047082305,0.62451375
101,0.5963525176048279,0.4788317
102,0.42660555243492126,1.5470916
103,0.4482094347476959,0.9769526
104,0.4769385401159525,1.296679
105,0.6086267232894897,1.463404
106,0.33212159387767315,0.16112538
107,0.37077072262763977,0.9603808
108,0.41441098880022764,1.0790704
109,0.5364647572860122,0.90512747
110,0.38214353984221816,0.14742084
111,0.5187488151714206,0.32340232
112,0.5207017734646797,1.1679094
113,0.3300097584724426,3.0136676
114,0.8119269609451294,0.7718559
115,0.3509547496214509,0.12319433
116,0.2905103862285614,5.0120544
117,0.6030548959970474,0.07065064
118,0.2783793145790696,0.06657305
119,0.3600797653198242,0.10090928
120,0.7504647020250559,0.6233434
121,0.4616052806377411,0.37408754
122,0.39698973298072815,2.080238
123,0.5483364462852478,0.039522067
124,0.7257305979728699,0.6545054
125,0.6672858595848083,1.1644138
126,0.4612123966217041,0.7222009
127,0.47993791103363037,3.3762958
128,0.36288905143737793,0.7931641
129,0.6032034158706665,1.1490368
130,0.41228026151657104,2.4765112
131,0.7879973649978638,0.8245407
132,0.6208412647247314,2.5577526
133,0.435221791267395,0.12957251
134,0.4033874738961458,0.3471527
135,0.12814253009855747,0.0628784
136,0.4373586177825928,1.4586086
137,0.4395837187767029,0.6278556
138,0.30307421274483204,0.9447478
139,0.4626277685165405,2.1165524
140,0.1328427866101265,0.15917784
141,0.4385971128940582,0.17337844
142,0.5069923754781485,1.1277809
143,0.4830111265182495,1.5556824
144,0.7524422407150269,2.310876
145,0.489785373210907,1.2590003
146,0.5104708075523376,1.0416207
147,0.6884498596191406,0.22605808
148,0.764732850715518,0.6520834
149,0.4563271999359131,0.57497025
150,0.3764399290084839,0.6941239
151,0.42513546347618103,0.5987725
152,0.5325570115819573,0.36495325
153,0.38206134643405676,0.07068237
154,0.5087060332298279,1.8385783
155,0.36223238706588745,1.0639516
156,0.34460100531578064,1.693875
157,0.4571249485015869,1.5620562
158,0.2315129041671753,1.8057115
159,0.6261549256742001,0.9418503
160,0.3168567419052124,3.0556238
161,0.24824458919465542,0.015642457
162,0.6041643619537354,0.7106593
163,0.2968180179595947,0.92933184
164,0.5065743923187256,1.285204
165,0.5020185708999634,1.6130185
166,0.21950432751327753,0.061842624
167,0.7055947780609131,2.0003548
168,0.6483867168426514,1.0320572
169,0.19338752562180161,0.03895613
170,0.4843694269657135,2.3532763
171,0.29309505224227905,0.2604089
172,0.6681255102157593,1.101742
173,0.742877721786499,2.2303886
174,0.5081616640090942,0.33870804
175,0.3875625729560852,1.6403961
176,0.3236833941191435,0.04124831
177,0.6648337841033936,3.2507648
178,0.6221510171890259,0.036808874
179,0.4322109520435333,1.644229
180,0.30603990657255054,1.8887757
181,0.6380897760391235,0.79800665
182,0.42465769685804844,1.0057309
183,0.3425714671611786,0.0277105
184,0.5583867430686951,1.5862
185,0.7178686857223511,3.7396445
186,0.6540290117263794,1.0098774
187,0.6680267453193665,1.5133328
188,0.522411584854126,2.5012295
189,0.44794517755508423,0.5465011
190,0.5383833469823003,1.3036127
191,0.5276292562484741,1.0335883
192,0.24335960019379854,0.14664266
193,0.40289604663848877,1.6162883
194,0.47221535444259644,0.19037889
195,0.4693477749824524,1.388106
196,0.7523265480995178,1.4740423
197,0.1849863426759839,0.0425145
198,0.3862327039241791,3.7467422
199,0.33562925457954407,1.1341662
200,0.467465341091156,0.8747198
201,0.3386233448982239,1.854849
202,0.3507708562538028,0.74134487
203,0.5916171763092279,1.4877062
204,0.4160424470901489,0.82312214
205,0.4052237570285797,1.2298934
206,0.4226843537762761,0.5031934
207,0.6033755540847778,0.8236157
208,0.6708888076245785,0.85579747
209,0.5076863765716553,2.7273014
210,0.40490955114364624,1.405734
211,0.5157506465911865,0.017464
212,0.4749278426170349,1.7405603
213,0.4365789294242859,2.5990844
214,0.5881100296974182,3.1845193
215,0.24548662453889847,0.014785655
216,0.40898457169532776,0.9475465
217,0.3505215309560299,0.09320532
218,0.30551013350486755,1.1716006
219,0.7600858211517334,1.2594794
220,0.5638336567208171,0.72448593
221,0.6209819316864014,0.9875425
222,0.32894062995910645,3.6107993
223,0.6457606554031372,4.5077085
224,0.489725130610168,1.816948
225,0.5058870781213045,0.18426594
226,0.34233197569847107,0.54530674
227,0.5094851702451706,1.2136945
228,0.5011866092681885,2.2527392
229,0.28699778765439987,0.08841861
230,0.5154850482940674,0.6830133
231,0.46225404739379883,0.8966294
232,0.28724002838134766,0.2721427
233,0.6625608801841736,0.5354121
234,0.4892399311065674,0.5664139
235,0.5115060806274414,1.7773646
236,0.153706063516438,0.039577436
237,0.4119473099708557,0.70771533
238,0.4014263479039073,0.12050552
239,0.43155086040496826,0.17537022
240,0.6089817080646753,1.2620792
241,0.7728054523468018,0.31464025
242,0.48418211936950684,2.076735
243,0.4591798186302185,0.16342337
244,0.4603975713253021,0.15399595
245,0.40299415588378906,1.7886152
246,0.6487743854522705,2.255145
247,0.3240366196259856,0.053847086
248,0.3886057734489441,0.8980731
249,0.37782272696495056,3.3429325
250,0.5328672649338841,1.8278291
251,0.5106670996174216,3.3669474
252,0.4792022407054901,0.84930545
253,0.5766883473843336,2.506941
254,0.39149177074432373,2.1057003
255,0.5846067843958735,0.25978944
256,0.5104752779006958,1.0589956
257,0.5329031348228455,0.69482815
258,0.3385208463296294,1.9371667
259,0.6484094262123108,0.33953202
260,0.3254125053063035,1.9020879
261,0.5431666411459446,0.40536958
262,0.2463841699063778,0.15556532
263,0.39955252408981323,0.014194169
264,0.4289093688130379,0.9298864
265,0.31973254680633545,1.0738444
266,0.5605722665786743,0.5103818
267,0.5152895450592041,3.8620083
268,0.3827736973762512,0.076448545
269,0.4387835254892707,2.438383
270,0.5999028086662292,1.2257086
271,0.5894704461097717,1.3029486
272,0.47474801540374756,1.7294095
273,0.518155038356781,2.9897165
274,0.22287415899336338,0.03887246
275,0.4640355408191681,2.6419227
276,0.6102840900421143,1.019553
277,0.44140392541885376,0.76962036
278,0.6425177548080683,1.2123572
279,0.4584246864542365,1.0122876
280,0.664048433303833,2.0293868
281,0.45217947848141193,0.09193935
282,0.46445927023887634,0.7297256
283,0.19713865779340267,0.046980787
284,0.5485888719558716,1.502175
285,0.5595336854457855,0.41750193
286,0.2607191950082779,1.1421593
287,0.2992161512374878,0.68875504
288,0.549560546875,0.19875553
289,0.4085003137588501,1.2153553
290,0.5939118526875973,0.67559415
291,0.38866129517555237,0.77357465
292,0.5726335048675537,1.3825439
293,0.3991628885269165,0.053480923
294,0.5453399419784546,0.71339214
295,0.2584951454773545,2.1170592
296,0.5214804410934448,0.22944076
297,0.5434023141860962,0.3524291
298,0.36104573775082827,1.2799472
299,0.6069870591163635,2.2919414
300,0.46729966439306736,0.94234467
301,0.33448928594589233,0.06531221
302,0.6833860278129578,0.10173067
303,0.2783547043800354,2.327084
304,0.4020739197731018,0.06563451
305,0.5627085706219077,0.45756304
306,0.47287080716341734,1.2863498
307,0.4002662841230631,0.6514992
308,0.6412771288305521,0.9017947
309,0.46009528636932373,0.6546416
310,0.22598761320114136,2.2262456
311,0.5317157348617911,0.8291614
312,0.23443323373794556,0.73378235
313,0.42678534984588623,0.5700193
314,0.37343326210975647,0.64970225
315,0.5039797425270081,1.3501564
316,0.3792119324207306,1.6950558
317,0.4920971989631653,1.6953287
318,0.41882048547267914,0.082437456
319,0.40325257182121277,2.6672077
320,0.32263660430908203,2.2848854
321,0.5406626462936401,2.5421898
322,0.6597805023193359,0.8339144
323,0.630424976348877,1.3315005
324,0.3284907639026642,1.7419356
325,0.6436702013015747,2.127355
326,0.4839763641357422,0.46355662
327,0.5298483744263649,2.0866978
328,0.46958157420158386,1.6160004
329,0.6059470176696777,1.9209836
330,0.33806659560650587,0.15268393
331,0.3246922492980957,0.18491913
332,0.48106372356414795,1.1253068
333,0.5274300575256348,0.3544464
334,0.25573647022247314,0.18944727
335,0.6392954587936401,1.3669641
336,0.7464023232460022,0.233805
337,0.4301965832710266,1.233591
338,0.23671860620379448,0.16369319
339,0.6111280070617795,0.75730085
340,0.5821944437921047,0.2289063
341,0.21329180896282196,1.592427
342,0.6379148960113525,0.8160165
343,0.5189700126647949,2.2960496
344,0.7008563280105591,0.40274945
345,0.4118438959121704,2.9282365
346,0.31284548342227936,3.2402775
347,0.739248514175415,2.219308
348,0.4793071150779724,0.38102415
349,0.39182114601135254,2.2303991
350,0.5321329832077026,2.6151469
351,0.5418193340301514,1.0460875
352,0.5813700128346682,1.6951547
353,0.4468030631542206,0.48678404
354,0.29267603158950806,1.2526289
355,0.7631455659866333,0.8887141
356,0.573264479637146,1.9962591
357,0.4439324140548706,0.51262516
358,0.3153628706932068,0.3894403
359,0.358148455619812,0.07534252
360,0.475242018699646,2.0408006
361,0.5800192821770906,2.1446767
362,0.5121215581893921,1.3289905
363,0.5221184492111206,1.0068599
364,0.3670382499694824,1.302274
365,0.3123057158663869,0.061612207
366,0.5790120363235474,0.4209768
367,0.6126673221588135,0.64043456
368,0.4793476164340973,1.978584
369,0.8345756530761719,3.1023123
370,0.6168034076690674,1.1778113
371,0.26590242981910706,0.18923678
372,0.386776328086853,0.44217646
373,0.5695512294769287,1.4492129
374,0.4261297285556793,0.123547494
375,0.4210757911205292,1.2555674
376,0.25999245420098305,0.019492997
377,0.48915464617311954,1.4652548
378,0.25243011116981506,0.035811424
379,0.28878116607666016,0.22341141
380,0.16747689712792635,0.11130972
381,0.42810720205307007,0.44652307
382,0.35136526823043823,0.39636478
383,0.6500401347875595,1.5425825
384,0.30818480253219604,0.13301432
385,0.27631881460547447,2.9768019
386,0.4584192633628845,0.6341726
387,0.7223030924797058,0.16629596
388,0.2560530621558428,1.7455959
389,0.4941372275352478,3.2577724
390,0.24875488132238388,0.012572727
391,0.5724369883537292,3.6017776
392,0.6045348644256592,0.5157962
393,0.7399997115135193,2.080397
394,0.4915594458580017,0.13971862
395,0.6357254385948181,0.79721034
396,0.36343324184417725,0.033002354
397,0.5926403999328613,0.88018584
398,0.4642289876937866,0.5504784
399,0.6925060749053955,4.3873463
400,0.3960716724395752,0.893731
401,0.12179382145404816,0.16182996
402,0.5008262395858765,0.027995992
403,0.4704482667148113,1.5800542
404,0.42175114154815674,1.0864816
405,0.29278992395848036,0.09848348
406,0.4709649942815304,0.34740737
407,0.44656634237617254,0.75544626
408,0.4344858229160309,1.8909973
409,0.6122821569442749,0.39699763
410,0.3585229814052582,0.1805659
411,0.40038424730300903,0.45613486
412,0.34394484758377075,0.9711934
413,0.27866191882640123,0.27091664
414,0.4920283555984497,0.29421255
415,0.6332997679710388,4.026231
416,0.2695763660594821,0.041933533
417,0.7107337713241577,0.7138889
418,0.3618515133857727,2.4699569
419,0.49764496088027954,0.5658455
420,0.4887603521347046,1.0677105
421,0.4599112868309021,1.896282
422,0.5765359401702881,2.7550714
423,0.21557417511940002,0.9628315
424,0.37810999155044556,1.3591741
425,0.3686506450176239,0.12876093
426,0.1674063690006733,0.111299425
427,0.4001470906659961,1.6471741
428,0.4210324287414551,1.93945
429,0.2311143735423684,0.100060955
430,0.478775261901319,0.41921386
431,0.1506449431180954,0.169291
432,0.4678739905357361,2.306403
433,0.6847124099731445,1.0832567
434,0.36540696024894714,1.409507
435,0.5734808444976807,0.06571382
436,0.48766252864152193,0.22016864
437,0.3490615226328373,1.603501
438,0.5070722596719861,1.0470623
439,0.4007015824317932,1.7354369
440,0.5884618777781725,1.1950475
441,0.3902970850467682,1.7279643
442,0.5225090980529785,4.362568
443,0.4868743559345603,1.2085148
444,0.7245530486106873,0.009940728
445,0.39898502826690674,2.348865
446,0.4743023216724396,4.183781
447,0.3397243022918701,1.0420884
448,0.33314406871795654,1.7012588
449,0.4072204912081361,1.3853093
450,0.6730451937764883,0.52853215
451,0.5430164337158203,1.111156
452,0.48003592249006033,0.9272861
453,0.500194787979126,0.085723564
454,0.39447689056396484,2.2905939
455,0.6187052726745605,3.1130745
456,0.6007300615310669,2.2953389
457,0.7139575481414795,5.30762
458,0.2713937973603606,0.10177178
459,0.5794451236724854,1.5670493
460,0.4990926831960678,0.5861773
461,0.1733771711587906,0.21028873
462,0.7388283014297485,2.4900837
463,0.5121034383773804,0.83537835
464,0.4513204097747803,1.0383509
465,0.37333056330680847,0.055327877
466,0.35363519191741943,0.053981133
467,0.5710046887397766,0.25014874
468,0.4065670119598508,1.8068771
469,0.8410189151763916,1.6333834
470,0.5701738595962524,1.848479
471,0.3932916522026062,0.2649164
472,0.42140787839889526,0.0658201
473,0.39845430850982666,1.498678
474,0.5373263359069824,1.001634
475,0.3377590775489807,0.104950055
476,0.44440513849258423,0.20076106
477,0.2379131019115448,0.13290712
478,0.4393228590488434,2.6941776
479,0.5056065320968628,1.1033366
480,0.37835735362023115,2.3922572
481,0.34701148327440023,0.0686967
482,0.47663480043411255,0.26311654
483,0.14606221672147512,0.087838
484,0.5069594383239746,4.4584327
485,0.4574287533760071,1.9931087
486,0.5784165263175964,0.21458794
487,0.22669097688049078,0.036344346
488,0.49068933445960283,0.60218704
489,0.48191726207733154,0.5195646
490,0.6194498538970947,1.2309396
491,0.3359425663948059,0.024054376
492,0.38591858744621277,0.09560916
493,0.22314828634262085,1.427559
494,0.4339960515499115,2.0516143
495,0.47830670047551394,0.55510825
496,0.6416921615600586,1.3286166
497,0.4946591854095459,1.5381957
498,0.35216251062229276,0.06769727
499,0.32930001616477966,1.4740187
500,0.7867226600646973,0.981041
501,0.34749817848205566,1.5134104
502,0.36841797828674316,0.8705538
503,0.3899281620979309,0.4990955
504,0.34018805623054504,0.23415133
505,0.3078438639640808,0.29069304
506,0.4446158120408654,1.7779759
507,0.5683829756453633,2.2220356
508,0.30276376008987427,1.2569715
509,0.5997321605682373,2.364791
510,0.4109203517436981,1.1441263
511,0.44483131170272827,0.8706603
512,0.5929379491135478,1.1019953
513,0.63312285579741,0.6379927
514,0.5341770946979523,1.2438768
515,0.48085469007492065,0.6775129
516,0.4331229329109192,1.7407296
517,0.20771320164203644,0.04010555
518,0.539103090763092,0.95977825
519,0.54659104347229,1.4546185
520,0.5142791271209717,0.8635791
521,0.6667738556861877,2.6524215
522,0.5472413301467896,0.7300281
523,0.7067620158195496,1.6813692
524,0.31194496154785156,0.06836178
525,0.5119850067421794,0.50953764
526,0.5167295169085264,0.97332996
527,0.586656391620636,0.16028976
528,0.5012109279632568,1.3085871
529,0.5185487912967801,2.015011
530,0.30016958713531494,0.006426674
531,0.30421708384528756,0.049962994
532,0.25493258237838745,1.2295753
533,0.45717692375183105,0.7311893
534,0.5967627167701721,1.0494543
535,0.35179847478866577,0.7075205
536,0.6382286176085472,1.5963356
537,0.4375467896461487,1.1679164
538,0.2744005583226681,0.089357615
539,0.5797586739063263,0.5591241
540,0.5369142889976501,1.951376
541,0.4035506248474121,3.6515398
542,0.617905855178833,1.4638569
543,0.6009606122970581,1.034048
544,0.41438502073287964,2.5566087
545,0.5806217789649963,0.8593501
546,0.6501369476318359,0.501115
547,0.685292586684227,1.543693
548,0.4517260789871216,1.5834429
549,0.5076476335525513,2.7706287
550,0.46833196841180325,0.38333252
551,0.5360296936705709,1.4149402
552,0.5761122461408377,0.92975277
553,0.2002775426954031,0.046244267
554,0.522739227861166,1.5789316
555,0.374603271484375,1.7089838
556,0.403433620929718,2.82956
557,0.41462324745953083,1.418082
558,0.5760354399681091,0.9156571
559,0.6747493799775839,0.77148116
560,0.4947925852611661,0.85853285
561,0.5525041818618774,0.9348124
562,0.3946117162704468,0.52767855
563,0.31340473890304565,1.6554663
564,0.3391121029853821,0.09955287
565,0.2355278693139553,0.22910818
566,0.5365005815401673,0.7317209
567,0.3435881733894348,1.060631
568,0.3753963112831116,1.0897107
569,0.5635239575058222,1.6534404
570,0.6020036935806274,3.6451607
571,0.5323116490617394,1.7160865
572,0.5897837281227112,0.8785876
573,0.5151376742869616,1.9416348
574,0.4717444181442261,1.0006658
575,0.29839450120925903,1.3135399
576,0.35488795582205057,1.5549614
577,0.4811312258243561,0.107518554
578,0.6650217473506927,1.2501416
579,0.23341801762580872,0.3756889
580,0.561726107262075,0.76845443
581,0.4032987058162689,0.076832086
582,0.3036375045776367,0.66192055
583,0.29786490369588137,1.3136305
584,0.4784660404548049,2.6798053
585,0.6443178057670593,0.16372518
586,0.3972361981868744,0.3072854
587,0.4538564244285226,0.2602898
588,0.6878142524510622,1.5375934
589,0.5883777737617493,2.4033542
590,0.4652857184410095,1.0124565
591,0.5138137731701136,1.0037668
592,0.522517204284668,0.2500387
593,0.26545537915080786,0.11849557
594,0.6981025338172913,1.0184513
595,0.6448122262954712,1.4167095
596,0.4229235053062439,2.257325
597,0.40700656175613403,0.7905734
598,0.3428381085395813,0.04741562
599,0.4726339280605316,2.2452052
600,0.6728900223970413,1.0787946
601,0.3959060311317444,1.540578
602,0.47664761543273926,0.5416855
603,0.6379340570420027,1.2888494
604,0.18150026258081198,0.025658946
605,0.7706192135810852,0.9932073
606,0.3147996962070465,0.63681954
607,0.34560900926589966,0.1794621
608,0.543556809425354,4.257274
609,0.3658250570297241,0.63262516
610,0.6285971403121948,1.216286
611,0.3962864773347974,1.3998268
612,0.4965566396713257,1.8503433
613,0.47183141112327576,2.1537092
614,0.21079446282237768,0.083290994
615,0.20575022790580988,0.46550933
616,0.33618301153182983,3.1079175
617,0.35730230808258057,0.28255615
618,0.5447539687156677,1.1706922
619,0.378800630569458,0.876723
620,0.3981408504769206,3.0825958
621,0.4926943778991699,1.7103496
622,0.4975074827671051,0.83032966
623,0.531934380531311,2.8833842
624,0.3801209032535553,1.5232848
625,0.29614211432635784,0.07096422
626,0.5135275721549988,1.8369694
627,0.5915189981460571,1.0936995
628,0.5138549208641052,1.715346
629,0.4357667565345764,0.021498602
630,0.6993073560297489,2.4265199
631,0.37756845355033875,1.4909645
632,0.6486244201660156,1.4940163
633,0.4977959552779794,1.1842535
634,0.45131808519363403,1.5582988
635,0.33380037546157837,0.24670076
636,0.5335057973861694,2.4646738
637,0.6559892892837524,0.81374073
638,0.5021085739135742,0.25037086
639,0.47651055455207825,0.9417196
640,0.4062144160270691,0.21594603
641,0.3594261109828949,0.65593463
642,0.6003703568130732,1.2494941
643,0.5798770189285278,0.20727795
644,0.3497151732444763,1.3531224
645,0.5585673041641712,1.6538137
646,0.4107997417449951,0.32620686
647,0.6633813381195068,1.7784148
648,0.4228071318939328,1.550085
649,0.5153287947177887,1.6884868
650,0.6212931275367737,1.2676029
651,0.4889912009239197,1.5824336
652,0.3821540493518114,0.2682685
653,0.270267516374588,2.0123608
654,0.5621861163526773,0.86296976
655,0.1801712103188038,0.07446191
656,0.30304306745529175,0.5869128
657,0.6125475391745567,2.2066004
658,0.6040573120117188,0.86215585
659,0.45083497650921345,0.05725321
660,0.244074285030365,2.0144894
661,0.6912058591842651,0.41172305
662,0.4017864763736725,0.7787912
663,0.25104853976517916,0.17770498
664,0.233753165230155,0.057025637
665,0.3501230776309967,0.9515359
666,0.23738574981689453,0.34703013
667,0.35318141896277666,0.055396076
668,0.6529213786125183,1.720142
669,0.6123870015144348,0.028791001
670,0.5175213813781738,0.7330466
671,0.4654792845249176,1.7964559
672,0.5544880628585815,0.30341673
673,0.6535186171531677,2.499036
674,0.7422958612442017,0.86300343
675,0.6654553413391113,3.76246
676,0.32598603051155806,2.4752579
677,0.47230350971221924,0.022395246
678,0.2989417612552643,0.13644385
679,0.3775430917739868,3.2557685
680,0.5868321657180786,0.44586003
681,0.6462406143546104,1.1541865
682,0.4618595838546753,1.0720214
683,0.6184628009796143,0.9985156
684,0.4009557366371155,0.7876768
685,0.5683077489957213,0.7955518
686,0.3343326151371002,0.08280421
687,0.366527259349823,0.079095304
688,0.2462068796157837,0.090633325
689,0.34263068437576294,1.2908703
690,0.5974664092063904,2.463508
691,0.3922900855541229,1.8227592
692,0.3195324242115021,0.062547706
693,0.6921573877334595,0.6289151
694,0.38298648595809937,2.215549
695,0.4630308747291565,0.6485193
696,0.4404054582118988,3.0145292
697,0.3915119171142578,0.60528785
698,0.33442866802215576,1.6149718
699,0.7773333787918091,0.93637514
700,0.4131888449192047,1.0592601
701,0.16990396287292242,0.09117361
702,0.3973498363047838,1.0011896
703,0.8850136399269104,2.2124915
704,0.34458131715655327,1.0177124
705,0.38713997416198254,2.548336
706,0.21538397669792175,0.061194602
707,0.4769151210784912,2.3853395
708,0.6840435955673456,2.0862966
709,0.5159439370036125,1.6995796
710,0.5139080286026001,2.0583174
711,0.633732333779335,1.767541
712,0.436220645904541,0.081535265
713,0.49527353048324585,1.1865954
714,0.5748724034056067,0.39529833
715,0.29105461528524756,0.06331363
716,0.4876824179664254,0.6412593
717,0.7351637482643127,2.7767901
718,0.44632767140865326,2.2333913
719,0.343545138835907,2.8704264
720,0.2841013940051198,0.032097004
721,0.32518380880355835,0.609085
722,0.5072081089019775,0.22021765
723,0.5320323705673218,1.6247195
724,0.3383561670780182,1.48127
725,0.580382764339447,1.7264321
726,0.6380085349082947,1.1523278
727,0.36495691537857056,0.60700166
728,0.36451447010040283,0.47471085
729,0.36085301637649536,0.85883164
730,0.5844687223434448,0.8429518
731,0.3342152237892151,0.011444595
732,0.7138601634651423,1.1061729
733,0.553655743598938,0.98258567
734,0.3919047713279724,2.8395894
735,0.49399906396865845,0.7113114
736,0.8697318434715271,0.3743572
737,0.33042147755622864,0.5685035
738,0.43168216943740845,0.83375067
739,0.32013410329818726,0.094478704
740,0.5361010432243347,0.19243787
741,0.7187744379043579,2.3659112
742,0.6748649217188358,0.44365275
743,0.42483949661254883,5.7864857
744,0.5336413132026792,1.0678973
745,0.2719239890575409,2.7515233
746,0.5700192451477051,0.7611691
747,0.17942416109144688,0.06761352
748,0.5216703116893768,1.7575765
749,0.7465106248855591,5.5165863
750,0.24790212512016296,1.5218235
751,0.374765582382679,0.14867775
752,0.5042986869812012,1.883822
753,0.40599435567855835,0.36123496
